Entities,Start_index,End_index,Label,Doc_ID,title,description,date,transcriber name,transcript status
La MaMa,15760,15767,FAC,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
La MaMa,15835,15842,FAC,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Barbara Montgomery,16616,16634,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Macbeth,16722,16729,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
weeks,17686,17691,DATE,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
so many weeks,17730,17743,DATE,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
35,18586,18588,DATE,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Macbeth,18793,18800,WORK_OF_ART,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
it--,18870,18874,ORG,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Puritan,19102,19109,GPE,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Protestant,19126,19136,NORP,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Barbara Montgomery,22417,22435,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Soul of Reason,22493,22507,WORK_OF_ART,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Barbara Montgomery,22518,22536,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Lady Macbeth,22553,22565,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
the La MaMa Experimental Theater Company's,22569,22611,FAC,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Macbeth,22627,22634,WORK_OF_ART,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Barbara,22641,22648,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Brown,22713,22718,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Soul of Reason,22764,22778,WORK_OF_ART,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
the Institute of Afro-American Affairs,22811,22849,ORG,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
New York University,22853,22872,ORG,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Roscoe C. Brown Jr.,22878,22897,PERSON,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
Soul of Reason,22966,22980,WORK_OF_ART,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
the Institute of Afro-American Affairs,23052,23090,ORG,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
New York University,23094,23113,ORG,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
next week,23136,23145,DATE,RG9-8_ref4324,"Montgomery, Barbara--Actress from La MaMa Experimental Theatre Club's <emph render=""italic"">Macbeth</emph>","Dr. Roscoe C. Brown, Jr. and actress Barbara Montgomery discuss La MaMa's <emph render=""italic"">Macbeth</emph> production.",5/4/77,Nicole D'Andrea,Finished
"""Soul of Reason",9,24,WORK_OF_ART,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
America,74,81,GPE,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
Each week,83,92,DATE,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
NBC,96,99,ORG,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
Soul of Reason,149,163,WORK_OF_ART,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
Americas,229,237,LOC,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
Roscoe C. Brown,257,272,PERSON,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
Jr.,274,277,GPE,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
Education,300,309,ORG,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
New York University,313,332,ORG,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
Bronx Community College of the City University of New York,350,408,ORG,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
Soul of Reason,439,453,WORK_OF_ART,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
Robert Earl Jones,458,475,PERSON,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
Robert Earl,602,613,PERSON,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
Brown,619,624,PERSON,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
a good many weeks,692,709,DATE,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
Robert Earl Jones,742,759,PERSON,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
Robert Earl Jones,807,824,PERSON,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
Gene Tunney,1167,1178,PERSON,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
Jack Dempsey,1192,1204,PERSON,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
Jack Johnson,1291,1303,PERSON,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
seven years ago,1442,1457,DATE,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
a couple years ago,1568,1586,DATE,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
10 years old,2052,2064,DATE,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
Mississippi,2068,2079,GPE,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
the New York Marathon,2346,2367,FAC,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
Robert Earl Jones,2564,2581,PERSON,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
Robert Earl Jones,2610,2627,PERSON,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
Luther,2878,2884,PERSON,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
"""The Sting",2888,2898,WORK_OF_ART,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
Lou Grant,3180,3189,PERSON,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
Earl Humphrey,3223,3236,PERSON,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
Tomorrow,3352,3360,DATE,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
Jones,3533,3538,PERSON,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
Earl Humphries,3695,3709,PERSON,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
the early 30s,4132,4145,DATE,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
vaudeville,4279,4289,PERSON,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
the Lafayette,4332,4345,FAC,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
Harlem,4357,4363,LOC,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
Noble Sissle,4506,4518,PERSON,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
Eubie Blake-- Noble,4523,4542,PERSON,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
Blake,4556,4561,PERSON,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
the Lafayette Theater,4622,4643,FAC,RG9-8_ref4330,"Jones, Robert Earle -- Actor, Athlete, Scholar, and Patron of the Arts","Dr. Roscoe C. Brown, Jr. and Robert Earle Jones discuss Jones' background and career.",1978,Sharayah Cochran,Finished
